,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.photos.count,venue.photos.groups,venue.location.address,venue.location.crossStreet,venue.location.postalCode,venue.venuePage.id,venue.location.neighborhood
10,e-0-4f93cb30e4b03828fe09326a-10,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4f93cb30e4b03828fe09326a,Park Hyatt Hyderabad,17.424764452273635,78.42960023866024,"[{'label': 'display', 'lat': 17.424764452273635, 'lng': 78.42960023866024}]",5216,IN,Hyderabad,TG,India,"['Road No. 2 Banjara Hills', 'Hyderabad 500034', 'TG', 'India']","[{'id': '4bf58dd8d48988d1fa931735', 'name': 'Hotel', 'pluralName': 'Hotels', 'shortName': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}, 'primary': True}]",0,[],Road No. 2 Banjara Hills,,500034,,
11,e-0-4f66024de4b0777dfdc91dde-11,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4f66024de4b0777dfdc91dde,Cream Stone Concepts,17.404283602919396,78.48145782683908,"[{'label': 'display', 'lat': 17.404283602919396, 'lng': 78.48145782683908}]",2769,IN,Hyderabad,Telangana,India,"['Himayathnagar', 'Hyderabad 500029', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c9941735', 'name': 'Ice Cream Shop', 'pluralName': 'Ice Cream Shops', 'shortName': 'Ice Cream', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}, 'primary': True}]",0,[],Himayathnagar,,500029,,
12,e-0-4e089859a809495e619fa4d7-12,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e089859a809495e619fa4d7,Necklace Road,17.419383551461067,78.46530662997712,"[{'label': 'display', 'lat': 17.419383551461067, 'lng': 78.46530662997712}]",3435,IN,Hyderabad,Telangana,India,"['Tank Bund', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d165941735', 'name': 'Scenic Lookout', 'pluralName': 'Scenic Lookouts', 'shortName': 'Scenic Lookout', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sceniclookout_', 'suffix': '.png'}, 'primary': True}]",0,[],Tank Bund,,,,
13,e-0-4bdebd29be5120a17e98fe70-13,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bdebd29be5120a17e98fe70,Cafe Bahar,17.399595277716383,78.47856581533269,"[{'label': 'display', 'lat': 17.399595277716383, 'lng': 78.47856581533269}]",2214,IN,Hyderabad,Telangana,India,"['3-5-815, Hyderguda', 'Hyderabad 500029', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d10f941735', 'name': 'Indian Restaurant', 'pluralName': 'Indian Restaurants', 'shortName': 'Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True}]",0,[],"3-5-815, Hyderguda",,500029,,
14,e-0-4e009da21838cb6a1acb225e-14,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e009da21838cb6a1acb225e,Minerva Coffee Shop,17.40140986703394,78.48567190017107,"[{'label': 'display', 'lat': 17.40140986703394, 'lng': 78.48567190017107}]",2967,IN,Hyderabad,Telangana,India,"['Himyathnagar', 'Hyderabad 500029', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d10f941735', 'name': 'Indian Restaurant', 'pluralName': 'Indian Restaurants', 'shortName': 'Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True}]",0,[],Himyathnagar,,500029,,
15,e-0-4c680fe8e75ac9288aa2fbda-15,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c680fe8e75ac9288aa2fbda,Cream Stone Concepts,17.424802013516064,78.42195498785948,"[{'label': 'display', 'lat': 17.424802013516064, 'lng': 78.42195498785948}]",5773,IN,Hyderabad,Telangana,India,"['Banjara Hills (Rd No 2)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c9941735', 'name': 'Ice Cream Shop', 'pluralName': 'Ice Cream Shops', 'shortName': 'Ice Cream', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}, 'primary': True}]",0,[],Banjara Hills,Rd No 2,,,
16,e-0-4d20b3d7d7b0b1f771f0169f-16,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d20b3d7d7b0b1f771f0169f,Aqua,17.42361173288638,78.46254087011502,"[{'label': 'display', 'lat': 17.42361173288638, 'lng': 78.46254087011502}]",3879,IN,Hyderabad,Telangana,India,"['The park', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1d5941735', 'name': 'Hotel Bar', 'pluralName': 'Hotel Bars', 'shortName': 'Hotel Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}, 'primary': True}]",0,[],The park,,,,
17,e-0-4e42c77445ddae899d09cb15-17,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e42c77445ddae899d09cb15,Hotel Shah Ghouse,17.347899125874683,78.47098648138511,"[{'label': 'display', 'lat': 17.347899125874683, 'lng': 78.47098648138511}]",4671,IN,Hyderabad,Telangana,India,"['Shahalibanda (Old City)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c7941735', 'name': 'Snack Place', 'pluralName': 'Snack Places', 'shortName': 'Snacks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/snacks_', 'suffix': '.png'}, 'primary': True}]",0,[],Shahalibanda,Old City,,,
18,e-0-54997b40498e523caf850411-18,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",54997b40498e523caf850411,Guilt Trip,17.41740061095305,78.44321896565191,"[{'label': 'display', 'lat': 17.41740061095305, 'lng': 78.44321896565191}]",3706,IN,,,India,['India'],"[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,
19,e-0-4bac7d4df964a5205df73ae3-19,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bac7d4df964a5205df73ae3,10 Downing Street,17.43586817493973,78.45744348829194,"[{'label': 'display', 'lat': 17.43586817493973, 'lng': 78.45744348829194}]",5255,IN,Hyderabad,Telangana,India,"['Ground Floor, Lifestyle Building, Greenlands (Begumpet Rd)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d11b941735', 'name': 'Pub', 'pluralName': 'Pubs', 'shortName': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",0,[],"Ground Floor, Lifestyle Building, Greenlands",Begumpet Rd,,,
20,e-0-5050c114e4b0694f643d178e-20,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5050c114e4b0694f643d178e,Mekong,17.437151274600346,78.45430121130967,"[{'label': 'display', 'lat': 17.437151274600346, 'lng': 78.45430121130967}]",5431,IN,Hyderabad,Telangana,India,"['Leelanagar (Begumpet)', 'Hyderabad 500016', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",0,[],Leelanagar,Begumpet,500016,,
21,e-0-4d3d4eca14aa8cfaa6d6b15e-21,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d3d4eca14aa8cfaa6d6b15e,Santosh Dhaba,17.38848471244846,78.47950940403636,"[{'label': 'display', 'lat': 17.38848471244846, 'lng': 78.47950940403636}]",1959,IN,,,India,['India'],"[{'id': '4bf58dd8d48988d10f941735', 'name': 'Indian Restaurant', 'pluralName': 'Indian Restaurants', 'shortName': 'Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,
22,e-0-4fad45d5e4b08e3811616235-22,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4fad45d5e4b08e3811616235,Meridian Resturant,17.427354844491806,78.45215920349425,"[{'label': 'display', 'lat': 17.427354844491806, 'lng': 78.45215920349425}]",4396,IN,,,India,['India'],"[{'id': '4bf58dd8d48988d16e941735', 'name': 'Fast Food Restaurant', 'pluralName': 'Fast Food Restaurants', 'shortName': 'Fast Food', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,
23,e-0-4d0103874f56b60cf6f6a437-23,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d0103874f56b60cf6f6a437,Taj Falaknuma Palace,17.33011795505642,78.46745955062218,"[{'label': 'display', 'lat': 17.33011795505642, 'lng': 78.46745955062218}]",6566,IN,Hyderabad,Telangana,India,"['Engine Bowli, Falaknuma', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d12f951735', 'name': 'Resort', 'pluralName': 'Resorts', 'shortName': 'Resort', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/resort_', 'suffix': '.png'}, 'primary': True}]",0,[],"Engine Bowli, Falaknuma",,,,
24,e-0-4e2e144eae60231c0320106a-24,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e2e144eae60231c0320106a,Govind Ki Idly,17.364132006800244,78.4737710680256,"[{'label': 'display', 'lat': 17.364132006800244, 'lng': 78.4737710680256}]",3058,IN,Hyderabad,Telangana,India,"['Charminar', 'Hyderabad', 'Telangana', 'India']","[{'id': '54135bf5e4b08f3d2429dfde', 'name': 'South Indian Restaurant', 'pluralName': 'South Indian Restaurants', 'shortName': 'South Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",0,[],Charminar,,,,
25,e-0-4f90d8b21081461b1972b4e7-25,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4f90d8b21081461b1972b4e7,SkyPark Cafe,17.407905426632215,78.44242527528617,"[{'label': 'display', 'lat': 17.407905426632215, 'lng': 78.44242527528617}]",2906,IN,Hyderabad,Telangana,India,"['Owners Pride. 8-2-681/BA/B1, Banjara Hills (Rd No 12)', 'Hyderabad 500034', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",0,[],"Owners Pride. 8-2-681/BA/B1, Banjara Hills",Rd No 12,500034,,
26,e-0-4c543cc0728920a13abe6a82-26,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c543cc0728920a13abe6a82,Kebabs & Kurries,17.432374144194686,78.4575851947717,"[{'label': 'display', 'lat': 17.432374144194686, 'lng': 78.4575851947717}]",4866,IN,Hyderabad,Telangana,India,"['Greenlands Flyover, Greenlands, Punjagutta', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d10f941735', 'name': 'Indian Restaurant', 'pluralName': 'Indian Restaurants', 'shortName': 'Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True}]",0,[],"Greenlands Flyover, Greenlands, Punjagutta",,,,
27,e-0-4e5b27778877c8a76dfc0f0c-27,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e5b27778877c8a76dfc0f0c,Vivanta by Taj,17.44349840742226,78.4605560466047,"[{'label': 'display', 'lat': 17.44349840742226, 'lng': 78.4605560466047}]",6090,IN,Begumpet,Telangana,India,"['Vivanta By Taj - Begumpet, Hyderabad (1-10-147 & 148, Mayuri Marg)', 'Begumpet 500016', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1fa931735', 'name': 'Hotel', 'pluralName': 'Hotels', 'shortName': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}, 'primary': True}]",0,[],"Vivanta By Taj - Begumpet, Hyderabad","1-10-147 & 148, Mayuri Marg",500016,,
28,e-0-4cc1c709967d5481df0b7a57-28,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4cc1c709967d5481df0b7a57,Naturals Ice Cream,17.428535674867554,78.43962029681225,"[{'label': 'display', 'lat': 17.428535674867554, 'lng': 78.43962029681225}]",4976,IN,Hyderabad,Telangana,India,"['Near Srinagar Colony', 'Hyderabad 500073', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c9941735', 'name': 'Ice Cream Shop', 'pluralName': 'Ice Cream Shops', 'shortName': 'Ice Cream', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}, 'primary': True}]",0,[],Near Srinagar Colony,,500073,,
29,e-0-5944e51ddb1d815a3b59be5f-29,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5944e51ddb1d815a3b59be5f,Fat Pigeon,17.42562428065777,78.40862090573665,"[{'label': 'display', 'lat': 17.42562428065777, 'lng': 78.40862090573665}]",6917,IN,Hyderabad,TG,India,"['Hyderabad 500034', 'TG', 'India']","[{'id': '4bf58dd8d48988d121941735', 'name': 'Lounge', 'pluralName': 'Lounges', 'shortName': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}, 'primary': True}]",0,[],,,500034,,
30,e-0-4e1b27cbd22ddd4af9ea6366-30,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e1b27cbd22ddd4af9ea6366,ITC Kakatiya,17.432514031982514,78.45735255628313,"[{'label': 'display', 'lat': 17.432514031982514, 'lng': 78.45735255628313}]",4883,IN,Hyderabad,Telangana,India,"['6 -3 -1187, Begumpet (Begumpet)', 'Hyderabad 500016', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1fa931735', 'name': 'Hotel', 'pluralName': 'Hotels', 'shortName': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}, 'primary': True}]",0,[],"6 -3 -1187, Begumpet",Begumpet,500016,,
31,e-0-4de7b277e4cdfedb8aa3e7eb-31,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4de7b277e4cdfedb8aa3e7eb,Rain Lounge,17.425615113215137,78.42033732061138,"[{'label': 'display', 'lat': 17.425615113215137, 'lng': 78.42033732061138}]",5960,IN,Hyderabad,Telangana,India,"['7th Floor, Shangrillah plaza (KBR Road)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d11f941735', 'name': 'Nightclub', 'pluralName': 'Nightclubs', 'shortName': 'Nightclub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/nightclub_', 'suffix': '.png'}, 'primary': True}]",0,[],"7th Floor, Shangrillah plaza",KBR Road,,,
32,e-0-551aba89498e7ca6c75914ee-32,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",551aba89498e7ca6c75914ee,Starbucks,17.41941894752865,78.44813367018776,"[{'label': 'display', 'lat': 17.41941894752865, 'lng': 78.44813367018776}]",3676,IN,Hyderabad,Telangana,India,"['GVK One Mall', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",0,[],GVK One Mall,,,,
33,e-0-542b7888498ea5b08625e962-33,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",542b7888498ea5b08625e962,Starbucks,17.416999191953632,78.41634448984544,"[{'label': 'display', 'lat': 17.416999191953632, 'lng': 78.41634448984544}]",5694,IN,Hyderabad,Telangana,India,"['Jubilee hills (Jubilee Hills)', 'Hyderabad 520007', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",0,[],Jubilee hills,Jubilee Hills,520007,,Near Apollo Hospital
34,e-0-59a97b4f26659b3259fadb1a-34,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",59a97b4f26659b3259fadb1a,The Roastery Coffee House,17.423382481168716,78.4316029374791,"[{'label': 'display', 'lat': 17.423382481168716, 'lng': 78.4316029374791}]",4962,IN,Rajendra Nagar,TG,India,"['Rajendra Nagar 500073', 'TG', 'India']","[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",0,[],,,500073,,
35,e-0-4d49a6ca183f224b57c4e0a8-35,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d49a6ca183f224b57c4e0a8,Cream Stone Concepts,17.430822635000705,78.40803920969422,"[{'label': 'display', 'lat': 17.430822635000705, 'lng': 78.40803920969422}]",7322,IN,Hyderabad,Telangana,India,"['Jubilee Hills (Rd No 36)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c9941735', 'name': 'Ice Cream Shop', 'pluralName': 'Ice Cream Shops', 'shortName': 'Ice Cream', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}, 'primary': True}]",0,[],Jubilee Hills,Rd No 36,,,
36,e-0-549c1eaf498e5892fb58624f-36,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",549c1eaf498e5892fb58624f,Syala Drive In,17.434458613440583,78.41325115888692,"[{'label': 'display', 'lat': 17.434458613440583, 'lng': 78.41325115888692}]",7186,IN,,,India,['India'],"[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,
37,e-0-4d4925a1b480a143ed2120ec-37,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d4925a1b480a143ed2120ec,Hyderabad Golf Club,17.393580769443158,78.40418797111813,"[{'label': 'display', 'lat': 17.393580769443158, 'lng': 78.40418797111813}]",6065,IN,Hyderabad,Telangana,India,"['Golf Course Rd, Banjara Darwaja, Golconda Fort', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1e6941735', 'name': 'Golf Course', 'pluralName': 'Golf Courses', 'shortName': 'Golf Course', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_', 'suffix': '.png'}, 'primary': True}]",0,[],"Golf Course Rd, Banjara Darwaja, Golconda Fort",,,,
38,e-0-512ca607e4b016740e92f8dd-38,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",512ca607e4b016740e92f8dd,Conçu Cakes,17.43174022957439,78.40806504610934,"[{'label': 'display', 'lat': 17.43174022957439, 'lng': 78.40806504610934}]",7386,IN,Hyderabad,Telangana,India,"['Near SVM, Jubilee Hills (Rd No 36)', 'Hyderabad 500033', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1bc941735', 'name': 'Cupcake Shop', 'pluralName': 'Cupcake Shops', 'shortName': 'Cupcakes', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cupcakes_', 'suffix': '.png'}, 'primary': True}]",0,[],"Near SVM, Jubilee Hills",Rd No 36,500033,,
39,e-0-4cb9a766c7228cfacb3411ce-39,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4cb9a766c7228cfacb3411ce,Vac's,17.43222441400597,78.41873742742467,"[{'label': 'display', 'lat': 17.43222441400597, 'lng': 78.41873742742467}]",6602,IN,Hyderabad,Telangana,India,"['Jubilee Hills (Rd No 10)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",0,[],Jubilee Hills,Rd No 10,,,
40,e-0-513afb90e4b04d69fd7cc3c7-40,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",513afb90e4b04d69fd7cc3c7,Okra Restaurant,17.423816625946916,78.48725662547521,"[{'label': 'display', 'lat': 17.423816625946916, 'lng': 78.48725662547521}]",4790,IN,Hyderabad,Telangana,India,"['Opposite Hussain Sagar Lake (Tank Bund Road)', 'Hyderabad 500080', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",0,[],Opposite Hussain Sagar Lake,Tank Bund Road,500080,,
41,e-0-4ce914cbf3bda14382d2bde4-41,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ce914cbf3bda14382d2bde4,KBR Park,17.425369306106653,78.42506280194094,"[{'label': 'display', 'lat': 17.425369306106653, 'lng': 78.42506280194094}]",5586,IN,Hyderabad,Telangana,India,"['KBR National Park (LV Prasad Marg)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}]",0,[],KBR National Park,LV Prasad Marg,,,Jubilee Hills
42,e-0-4bc894f22f94d13a1ee1137f-42,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bc894f22f94d13a1ee1137f,Bawarchi,17.40636911819762,78.49766214602543,"[{'label': 'display', 'lat': 17.40636911819762, 'lng': 78.49766214602543}]",4352,IN,Hyderabad,Telangana,India,"['RTC X Rds (RTC X-Rds)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d10f941735', 'name': 'Indian Restaurant', 'pluralName': 'Indian Restaurants', 'shortName': 'Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True}]",0,[],RTC X Rds,RTC X-Rds,,,
43,e-0-4c42eee8d7fad13ab4d009da-43,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c42eee8d7fad13ab4d009da,Golconda Fort,17.383858363285963,78.40326956582726,"[{'label': 'display', 'lat': 17.383858363285963, 'lng': 78.40326956582726}]",6164,IN,Hyderabad,Telangana,India,"['Darbar hall (btw Makki Darwaja road and Bada bazaar road)', 'Hyderabad', 'Telangana', 'India']","[{'id': '4deefb944765f83613cdba6e', 'name': 'Historic Site', 'pluralName': 'Historic Sites', 'shortName': 'Historic Site', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_', 'suffix': '.png'}, 'primary': True}]",0,[],Darbar hall,btw Makki Darwaja road and Bada bazaar road,,,
44,e-0-551ec5e0498e4993bd274d17-44,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",551ec5e0498e4993bd274d17,Stone Waters Kitchen,17.4238674737812,78.41291756105024,"[{'label': 'display', 'lat': 17.4238674737812, 'lng': 78.41291756105024}]",6434,IN,Hyderabad,Telangana,India,"['Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,
45,e-0-4f9e9e77e4b0739758a7af68-45,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4f9e9e77e4b0739758a7af68,N Asian,17.42884008623762,78.40979271610152,"[{'label': 'display', 'lat': 17.42884008623762, 'lng': 78.40979271610152}]",7038,IN,Hydeabad,Andhra Pradesh,India,"['Road #36 (Jubilee Hills)', 'Hydeabad', 'Andhra Pradesh', 'India']","[{'id': '52e81612bcbc57f1066b79f1', 'name': 'Bistro', 'pluralName': 'Bistros', 'shortName': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",0,[],Road #36,Jubilee Hills,,,
46,e-0-4e735a87ae6050af79d6a44f-46,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e735a87ae6050af79d6a44f,Gokul Chat,17.397860357476226,78.4927004505888,"[{'label': 'display', 'lat': 17.397860357476226, 'lng': 78.4927004505888}]",3509,IN,Hyderabad,Telangana,India,"['Narayanguda', 'Hyderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d1c7941735', 'name': 'Snack Place', 'pluralName': 'Snack Places', 'shortName': 'Snacks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/snacks_', 'suffix': '.png'}, 'primary': True}]",0,[],,Narayanguda,,,
47,e-0-4ce690beb9975481a0faf044-47,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ce690beb9975481a0faf044,Chutneys,17.44338406705275,78.47993858826702,"[{'label': 'display', 'lat': 17.44338406705275, 'lng': 78.47993858826702}]",6399,IN,Secunderabad,Telangana,India,"['Sardar Patel Road (Adjacent to FedEx Centre)', 'Secunderabad', 'Telangana', 'India']","[{'id': '4bf58dd8d48988d10f941735', 'name': 'Indian Restaurant', 'pluralName': 'Indian Restaurants', 'shortName': 'Indian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True}]",0,[],Sardar Patel Road,Adjacent to FedEx Centre,,,
